vehicle_id,engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
VH-06726,103.9,43.4,3.7,12.14,86.0,36.0,Warning
VH-06734,99.8,53.4,6.2,12.78,132.0,29.7,Normal
VH-00353,101.5,,3.0,12.59,125.0,34.6,Warning
VH-04827,93.0,37.8,2.7,12.51,72.0,36.1,Warning
VH-01445,97.3,44.2,6.9,12.73,40.0,31.7,Normal
VH-04798,91.4,27.6,8.9,12.18,157.0,31.5,Normal
VH-02726,87.8,41.5,4.9,11.67,78.0,36.6,Warning
VH-07482,95.9,55.7,10.7,12.39,90.0,29.9,Normal
VH-04256,81.1,35.6,2.2,13.56,30.0,34.0,Critical
VH-03200,90.4,36.6,4.9,12.54,123.0,35.1,Normal
VH-06102,90.5,33.4,9.6,12.76,159.0,39.5,Normal
VH-06987,100.9,54.7,8.5,12.97,152.0,,Normal
VH-01385,95.8,45.7,2.7,12.19,103.0,34.4,Warning
VH-06978,110.8,42.7,6.9,12.48,162.0,31.6,Warning
VH-03721,100.6,36.8,8.9,13.53,167.0,35.0,Normal
VH-00501,102.2,41.7,2.8,12.07,40.0,34.7,Warning
VH-03524,87.6,48.7,11.3,12.71,161.0,33.3,Normal
VH-07044,91.6,43.2,5.5,13.12,169.0,32.1,Normal
VH-07935,89.1,,6.6,13.14,97.0,36.3,Normal
VH-02104,92.8,42.4,8.4,13.25,51.0,,Normal
VH-02233,107.7,48.1,6.3,13.15,173.0,36.8,Normal
VH-07565,83.3,40.6,8.2,12.58,65.0,31.7,Normal
VH-01007,92.0,34.9,10.5,11.99,161.0,29.6,Warning
VH-07650,71.0,33.0,3.9,12.5,112.0,29.8,Warning
VH-06098,103.0,35.5,2.0,12.21,84.0,31.0,critical
VH-02171,86.4,39.5,8.0,12.64,41.0,29.8,Normal
VH-05383,98.0,34.2,2.0,12.95,25.0,32.7,Critical
VH-04464,102.9,44.4,4.0,13.64,143.0,30.9,Normal
VH-03216,84.5,54.0,3.9,12.97,33.0,30.0,Warning
VH-07496,92.8,41.7,3.5,13.04,26.0,32.5,Warning
VH-05903,96.1,26.4,10.3,12.71,35.0,25.5,Warning
VH-01318,83.1,45.1,6.8,12.4,149.0,34.3,Normal
VH-04589,91.3,50.7,10.6,12.4,12.0,31.3,Normal
VH-03982,92.1,29.9,4.9,11.92,126.0,30.8,Warning
VH-04429,83.0,38.2,9.1,12.68,45.0,34.5,Normal
VH-01475,93.7,37.9,8.8,11.42,23.0,34.3,Warning
VH-00679,93.7,41.8,2.2,11.35,156.0,31.3,Critical
VH-05234,90.0,44.4,10.5,12.91,17.0,37.6, normal 
VH-05317,105.6,39.2,9.9,,100.0,33.8,Normal
VH-06406,91.5,43.8,6.0,12.77,103.0,29.6,Normal
VH-03926,101.3,38.9,3.6,11.64,11.0,36.2,Warning
VH-00380,95.9,24.3,3.4,12.35,51.0,28.3,Warning
VH-06705,95.0,27.4,8.1,,26.0,35.0,Normal
VH-06904,88.3,32.6,4.5,12.1,134.0,34.6,Normal
VH-04163,84.2,35.8,2.4,12.32,59.0,31.8,critical
VH-05944,104.8,29.6,5.3,12.58,115.0,33.2,Normal
VH-06323,91.0,36.0,8.5,12.62,91.0,30.1,Normal
VH-01882,91.3,34.9,4.9,,137.0,31.6,Normal
VH-00477,85.9,56.4,11.5,13.03,165.0,28.4,Normal
VH-07340,85.2,60.5,6.6,12.77,32.0,27.0,Warning
VH-02382,82.7,55.6,6.2,12.59,158.0,35.4,Normal
VH-05268,100.9,42.3,11.7,12.16,32.0,30.1,Normal
VH-07746,101.8,55.7,10.8,12.21,182.0,32.6,Normal
VH-02359,107.6,53.0,11.2,13.09,89.0,36.7,Normal
VH-00425,92.1,44.2,11.0,12.54,47.0,37.2,Normal
VH-06259,87.1,33.4,8.8,12.27,89.0,34.1,Normal
VH-02255,85.5,43.0,3.4,12.27,160.0,35.9,Warning
VH-01333,97.2,36.2,4.1,13.08,116.0,37.6,Normal
VH-00199,93.7,,4.9,12.03,170.0,,Normal
VH-05930,99.2,44.0,2.7,12.98,198.0,31.0,Warning
VH-01938,89.6,38.4,9.8,12.03,106.0,28.7,Normal
VH-00143,97.1,47.8,6.1,12.6,34.0,29.6,Normal
VH-03820,102.7,36.2,11.2,12.86,117.0,32.3,Normal
VH-04345,97.9,47.3,9.7,12.0,133.0,32.9,Normal
VH-07097,94.6,38.1,11.0,12.38,128.0,32.3, normal 
VH-00304,94.5,28.8,4.0,13.98,26.0,35.5,WARNING
VH-01454,106.7,50.5,2.8,11.91,130.0,35.5,Warning
VH-04788,110.8,41.3,2.2,13.49,21.0,32.1,Critical
VH-04513,89.0,28.5,10.0,12.31,173.0,32.1,Normal
VH-00911,98.2,27.6,10.8,12.46,177.0,35.5,Normal
VH-07433,101.0,42.6,8.3,12.74,113.0,32.0,Normal
VH-02596,104.9,42.4,3.4,12.83,161.0,30.5,Warning
VH-04681,95.8,37.0,2.8,12.63,173.0,31.8,Warning
VH-05369,109.3,22.6,4.5,12.29,193.0,31.2,Warning
VH-02309,97.1,43.9,11.5,12.87,97.0,32.7,Normal
VH-02112,102.3,,8.6,12.86,131.0,37.0,Normal
VH-07794,104.4,41.8,8.5,12.49,120.0,34.4,Normal
VH-00593,81.8,38.4,3.1,12.87,104.0,29.8,Warning
VH-03570,100.8,,11.6,12.52,188.0,35.9,Normal
VH-03533,97.8,44.6,8.2,,110.0,35.9,Normal
VH-01288,111.0,46.1,6.2,13.33,36.0,31.8,Warning
VH-01655,82.5,21.3,8.2,12.91,35.0,31.2,Warning
VH-05008,88.5,45.7,7.6,12.83,132.0,33.3,Normal
VH-06324,97.2,46.6,6.6,13.01,118.0,34.5,Critical
VH-02131,113.7,39.3,7.5,11.72,33.0,31.6,Warning
VH-00765,80.7,42.2,11.7,12.7,165.0,35.2,Warning
VH-07888,83.9,49.5,5.1,13.02,189.0,,Warning
VH-06901,105.9,30.8,2.8,12.42,181.0,32.7,Warning
VH-00146,90.1,39.7,3.1,12.33,128.0,38.6,Warning
VH-05229,92.5,38.4,2.9,12.71,191.0,36.7,Warning
VH-00394,100.6,43.9,2.3,12.69,87.0,26.8,critical
VH-06245,105.0,43.6,5.9,13.23,114.0,35.1,Normal
VH-03808,94.2,45.3,3.4,13.07,76.0,35.0,Warning
VH-00045,96.7,42.9,6.8,13.36,194.0,36.0,Normal
VH-03494,106.5,46.5,8.5,13.07,38.0,30.8,Normal
VH-05957,101.2,33.1,3.5,12.68,173.0,31.6,Warning
VH-03336,93.0,32.2,9.4,12.98,59.0,34.9,Normal
VH-04417,97.5,51.6,8.8,11.97,141.0,,Warning
VH-02159,89.0,47.2,3.6,12.86,118.0,33.6,Warning
VH-01957,85.4,59.7,6.1,12.5,88.0,32.1,Normal
VH-04952,94.4,33.9,6.9,12.53,124.0,33.6,Normal
VH-05712,98.1,42.4,10.2,12.13,104.0,,Normal
VH-02184,81.1,30.5,2.9,12.62,97.0,34.6,Warning
VH-06547,108.5,41.6,2.0,12.15,81.0,33.8,Critical
VH-07881,101.8,41.6,7.0,12.47,116.0,35.5,Normal
VH-06545,94.7,28.7,8.9,11.87,73.0,30.9,Warning
VH-03497,103.6,39.1,7.4,11.45,101.0,32.0,Warning
VH-02071,83.7,41.1,9.8,12.31,113.0,33.0,Normal
VH-01367,105.6,50.7,8.3,12.19,103.0,32.5,Normal
VH-03095,85.9,41.8,3.4,12.69,126.0,33.3,Warning
VH-02364,115.3,30.2,5.0,13.94,159.0,31.0,Warning
VH-07874,-4.403402316005362,38.3,7.9,,21.0,32.9,Warning
VH-00930,95.0,,3.0,12.01,147.0,34.4,Critical
VH-03512,90.0,35.8,11.9,12.16,196.0,28.3,Normal
VH-02975,97.5,48.3,10.8,12.88,156.0,33.7,Normal
VH-06042,84.2,43.9,4.8,12.91,56.0,35.7,Normal
VH-04574,103.4,38.0,6.4,12.2,146.0,36.1,Critical
VH-03141,119.3,38.7,11.4,11.83,115.0,32.2,Critical
VH-07915,91.2,22.7,10.9,12.81,87.0,28.7,Warning
VH-02581,102.7,46.2,8.1,12.95,72.0,35.9,Normal
VH-07137,90.5,38.7,8.9,11.96,160.0,34.5,Warning
VH-00606,101.1,54.4,7.7,12.87,36.0,33.1,Normal
VH-00074,96.1,57.1,11.9,12.8,40.0,31.4,Normal
VH-05860,104.6,42.6,10.1,12.42,157.0,29.5,Normal
VH-06175,97.0,40.3,11.6,12.24,114.0,29.8,Normal
VH-01322,94.8,28.7,8.7,12.45,110.0,29.4,Normal
VH-05672,95.2,32.2,6.8,13.18,125.0,32.6,Normal
VH-06370,100.0,27.8,6.9,13.03,95.0,33.4,Normal
VH-00113,83.4,33.3,4.8,12.47,187.0,32.7,Normal
VH-03913,84.4,37.2,4.1,12.68,25.0,32.8,Normal
VH-00986,83.8,34.8,6.9,12.9,47.0,30.4,Normal
VH-07412,91.2,33.5,5.3,12.44,114.0,27.9,WARNING
VH-04843,85.9,27.1,5.7,13.32,75.0,29.8,Normal
VH-05959,104.9,38.6,5.4,12.56,25.0,33.7,Normal
VH-00222,96.4,32.8,10.2,12.53,31.0,38.8,Normal
VH-05444,104.3,,10.6,12.12,143.0,26.1,Warning
VH-05598,97.3,,3.2,12.88,158.0,31.1,WARNING
VH-05761,99.5,45.4,5.2,12.66,62.0,36.5,Normal
VH-01992,96.9,35.8,4.7,11.47,103.0,34.0,Warning
VH-07947,95.3,38.4,11.2,12.66,130.0,30.4,Normal
VH-04131,88.9,36.5,6.8,12.82,176.0,31.9,Normal
VH-04926,104.6,21.3,11.4,12.68,57.0,36.7,WARNING
VH-05662,92.9,54.8,3.2,12.75,122.0,35.5,Warning
VH-06804,100.4,,4.2,12.51,108.0,,Normal
VH-01761,88.8,15.3,7.0,13.06,107.0,32.3,Critical
VH-04443,86.8,,10.0,12.03,81.0,33.6, normal 
VH-04263,101.9,38.7,9.8,12.82,172.0,30.7,Normal
VH-04180,104.6,24.5,9.9,13.35,132.0,36.9,Critical
VH-04212,99.4,32.1,8.1,12.03,27.0,30.2,Normal
VH-04043,83.5,42.9,10.6,12.01,115.0,35.4, normal 
VH-03456,96.9,35.0,9.2,13.05,166.0,33.1,Normal
VH-00530,92.1,45.2,9.4,12.67,50.0,34.9,Normal
VH-05490,93.0,42.9,10.3,12.54,159.0,34.2,Normal
VH-02590,88.3,25.9,2.0,13.15,150.0,31.7,Critical
VH-05124,90.9,46.4,9.7,11.83,160.0,30.2,Warning
VH-03954,95.2,44.5,11.8,12.42,90.0,31.7,Normal
VH-07961,82.7,22.6,11.7,12.36,147.0,33.0,Warning
VH-03630,100.8,34.6,2.2,12.03,56.0,31.0,Critical
VH-02521,109.3,50.8,9.6,13.3,166.0,30.8,Warning
VH-05063,93.3,36.1,9.2,12.79,49.0,,Normal
VH-03051,87.5,35.5,3.3,,105.0,32.3,Warning
VH-06401,87.3,39.5,4.4,12.29,112.0,31.2,Normal
VH-06037,99.4,44.3,6.2,13.06,99.0,35.7,Normal
VH-06691,98.5,38.3,2.7,13.17,153.0,30.5,Warning
VH-05720,96.2,35.7,5.2,11.79,115.0,39.6,WARNING
VH-07398,88.9,37.1,2.0,12.02,143.0,29.0,Critical
VH-06839,94.2,32.7,11.5,12.15,47.0,29.3,Normal
VH-07695,102.6,34.3,3.9,12.09,56.0,31.0,Critical
VH-03204,98.4,40.5,4.5,13.03,184.0,36.3,Normal
VH-05628,100.4,39.8,2.6,12.5,47.0,33.5,Warning
VH-06654,98.4,38.4,5.9,13.19,40.0,34.6,Normal
VH-01779,106.7,25.4,11.3,13.1,151.0,35.2,Normal
VH-01025,92.1,31.4,2.5,13.45,104.0,36.1,Critical
VH-03778,94.4,40.4,11.6,12.8,6.0,38.4,Normal
VH-00081,89.7,32.1,7.1,12.76,162.0,34.9,Normal
VH-06161,89.9,47.4,2.3,13.09,100.0,32.9,Critical
VH-02030,105.5,42.6,5.8,12.43,127.0,32.7,Normal
VH-04054,99.6,16.2,4.1,13.41,17.0,29.0,Critical
VH-01792,97.2,25.4,3.4,11.51,80.0,33.0,Warning
VH-06375,96.1,57.5,6.6,12.22,173.0,33.1,Normal
VH-05572,82.5,24.7,4.0,12.59,55.0,40.9,Warning
VH-02716,95.9,44.2,4.1,13.71,162.0,30.8,Normal
VH-03819,92.6,43.4,2.3,12.57,197.0,31.9,Critical
VH-02673,98.9,45.6,7.5,12.98,199.0,28.0,Warning
VH-05573,100.0,,8.3,13.36,133.0,30.1,Normal
VH-07792,93.7,34.7,3.0,11.98,59.0,27.8,WARNING
VH-04653,91.4,44.6,6.5,12.71,91.0,39.4,Normal
VH-03501,105.6,43.9,9.1,11.75,74.0,33.3,WARNING
VH-02563,108.5,46.5,6.3,12.49,20.0,37.0,Warning
VH-03402,89.3,39.1,3.8,12.64,139.0,35.9,Warning
VH-07942,101.0,49.6,9.9,12.99,69.0,34.6,Normal
VH-05982,93.3,42.1,8.4,12.19,10.0,36.6,Normal
VH-01956,102.3,45.1,5.2,12.55,104.0,33.8,Normal
VH-05725,96.6,31.8,10.3,12.19,191.0,32.7,Normal
VH-03869,99.5,37.5,4.7,12.9,185.0,30.1,Normal
VH-06586,101.8,36.0,2.2,11.51,143.0,36.6,Critical
VH-04136,106.1,,11.9,,189.0,30.6,Warning
VH-05800,91.2,22.4,2.7,13.1,162.0,32.2,Warning
VH-07629,92.6,47.0,7.1,12.6,153.0,30.5,Normal
VH-07787,99.8,36.5,11.8,13.1,182.0,31.2,Normal
VH-03136,105.1,29.0,8.8,12.46,109.0,35.0,Normal
VH-00311,98.5,41.0,5.7,12.74,173.0,32.6,Normal
VH-01631,88.4,53.5,10.5,13.3,106.0,35.7,Normal
VH-04260,97.3,44.3,8.4,13.66,198.0,35.8,Normal
VH-02067,94.7,32.1,4.7,11.28,22.0,34.6,Critical
VH-01426,101.6,33.9,5.7,12.69,163.0,33.1,Critical
VH-02002,98.5,28.2,10.4,,125.0,32.6,Normal
VH-04453,98.2,55.9,8.7,12.59,180.0,35.4,Normal
VH-07816,100.2,29.9,4.4,11.65,32.0,32.2,Warning
VH-03810,97.1,60.4,10.6,12.17,76.0,31.2,Normal
VH-05466,101.5,35.4,11.5,12.95,184.0,26.7,Warning
VH-07709,87.8,26.1,7.5,13.56,156.0,35.7,Normal
VH-02337,101.7,43.3,11.0,12.96,23.0,30.1,Normal
VH-05923,85.4,51.3,10.3,12.48,101.0,36.9,Normal
VH-02440,95.6,45.0,7.3,12.94,199.0,32.6,Normal
VH-00128,89.9,46.9,3.6,12.96,28.0,34.3,Warning
VH-01009,98.0,26.5,6.9,12.93,93.0,35.6,Normal
VH-01813,94.9,40.9,10.4,13.22,166.0,36.7,Normal
VH-01290,96.4,34.5,10.9,11.73,39.0,29.6,Warning
VH-04753,83.6,37.4,2.8,12.4,168.0,34.7,Warning
VH-05342,96.0,43.1,8.2,12.67,76.0,30.7,Normal
VH-03873,85.3,56.1,2.8,12.6,26.0,33.7,Warning
VH-05197,85.6,33.9,6.2,11.94,195.0,37.3,Warning
VH-02771,99.6,45.5,9.0,11.91,82.0,36.5,Warning
VH-00201,106.3,26.4,7.1,,86.0,35.9,Normal
VH-07808,95.9,32.8,7.6,12.66,40.0,31.5,Normal
VH-07898,93.3,40.1,2.9,,37.0,32.3,Warning
VH-05517,106.4,23.1,8.4,12.21,73.0,35.1,Warning
VH-07490,84.3,35.7,6.4,13.22,189.0,29.7,Normal
VH-00954,89.3,44.1,6.6,12.12,147.0,30.7, normal 
VH-02418,99.9,21.3,9.6,13.3,124.0,29.8,Warning
VH-04020,96.6,41.9,11.4,12.86,135.0,35.3,Normal
VH-00829,73.6,45.5,4.4,13.52,35.0,28.7,Warning
VH-02361,87.0,33.6,3.0,12.64,63.0,34.2,Warning
VH-07215,83.2,59.5,8.7,12.86,53.0,33.4,Normal
VH-04689,90.3,33.4,4.9,12.82,135.0,31.7, normal 
VH-03907,86.6,25.6,11.4,14.16,104.0,34.1,Normal
VH-00970,92.7,42.6,3.2,12.25,128.0,35.9,Warning
VH-00202,95.7,44.0,5.7,11.78,171.0,30.3,Warning
VH-05821,84.4,55.4,3.3,12.68,28.0,,Warning
VH-06070,86.3,56.6,10.7,12.19,125.0,31.7,Normal
VH-00982,96.8,22.8,9.3,12.28,110.0,31.8,Warning
VH-03696,89.4,45.4,5.4,12.87,118.0,,Normal
VH-03318,104.1,37.4,2.1,13.19,198.0,34.7,Critical
VH-06479,93.0,49.1,11.0,13.37,192.0,,Normal
VH-04912,97.9,45.6,4.1,12.52,58.0,28.8,Normal
VH-06076,111.4,,7.5,12.31,105.0,30.1,Warning
VH-02380,92.8,27.5,7.4,12.35,96.0,33.1,Normal
VH-02486,95.9,40.9,7.0,13.37,49.0,29.7,Normal
VH-06684,92.9,42.0,11.6,12.95,59.0,30.9,Normal
VH-05958,83.4,36.3,7.5,,66.0,33.6,Warning
VH-03097,89.7,49.3,6.5,13.9,102.0,,Normal
VH-07371,99.8,46.0,4.4,12.89,169.0,33.9,Normal
VH-03089,102.8,36.3,11.9,13.73,23.0,28.5,Normal
VH-01187,97.9,35.0,3.9,12.43,72.0,31.5,Warning
VH-04447,95.2,41.3,6.5,12.27,189.0,31.5,Normal
VH-03919,98.2,40.1,6.8,12.28,43.0,31.5,Normal
VH-05851,103.6,43.7,10.1,13.1,97.0,35.2,Normal
VH-01595,98.6,39.3,8.9,13.0,167.0,29.9,Normal
VH-04092,88.9,35.6,11.5,13.26,154.0,33.2,Normal
VH-00042,89.7,46.1,9.1,12.72,107.0,,Normal
VH-05879,104.3,51.3,4.9,13.03,160.0,28.9,Normal
VH-03347,96.4,37.3,5.8,12.52,20.0,38.8,Normal
VH-07364,94.7,33.8,2.6,13.08,184.0,31.2,Warning
VH-05168,103.1,39.2,10.2,12.47,143.0,31.2,Normal
VH-01273,98.0,,5.4,12.43,179.0,34.2,Normal
VH-02182,80.1,48.6,7.1,12.39,103.0,34.3,Normal
VH-00574,96.5,25.1,5.9,11.77,55.0,34.8,Warning
VH-01920,86.3,55.1,4.1,12.06,103.0,28.5,Normal
VH-07530,92.5,43.8,6.2,12.92,36.0,30.8,Normal
VH-00856,97.7,30.8,10.1,12.27,145.0,27.9,Warning
VH-05942,100.3,30.8,6.1,12.36,164.0,32.7,Normal
VH-01808,-30.40414924361898,41.8,5.1,12.26,191.0,37.7,Normal
VH-02620,89.5,35.4,8.4,13.15,30.0,35.1,Normal
VH-04914,104.6,44.9,4.9,13.36,178.0,34.2,Normal
VH-05994,87.3,43.8,8.4,13.28,147.0,30.4,Normal
VH-01846,95.3,50.5,2.3,12.68,193.0,30.7,Critical
VH-04971,83.7,30.6,8.4,11.44,82.0,31.3,Warning
VH-04034,89.2,23.3,10.6,13.19,48.0,27.3,Warning
VH-04199,97.5,27.9,7.4,12.82,130.0,33.5,Normal
VH-07172,92.3,46.0,2.2,11.93,162.0,30.5,Critical
VH-02458,80.3,48.3,6.6,11.99,20.0,30.6,Warning
VH-04889,104.4,55.3,11.6,12.24,81.0,35.0, normal 
VH-04700,101.3,,9.3,12.27,61.0,35.8,Normal
VH-00988,92.6,32.0,6.9,11.58,90.0,28.9,Warning
VH-05329,99.5,31.6,4.8,12.85,149.0,34.8,Normal
VH-07905,100.9,36.0,3.9,,61.0,35.5,Warning
VH-01433,81.9,32.2,4.3,13.35,174.0,29.8,Normal
VH-04480,96.7,43.5,4.3,12.43,195.0,31.7,Normal
VH-04989,101.6,36.1,4.6,12.05,11.0,33.9,Normal
VH-04152,98.0,39.0,6.9,11.43,69.0,34.5,Warning
VH-00711,100.6,35.4,2.7,11.86,171.0,37.0,Warning
VH-02372,94.1,29.0,7.3,12.96,147.0,39.0,Normal
VH-03850,99.7,49.6,8.3,12.19,31.0,37.6,Normal
VH-04451,93.0,33.5,6.1,12.27,95.0,27.8,WARNING
VH-03565,108.4,745.7941251679795,2.3,13.37,124.0,31.4,Warning
VH-05938,97.0,51.6,5.2,12.73,16.0,35.3,Normal
VH-01018,92.3,35.0,11.6,,9.0,32.5, normal 
VH-03887,91.7,33.3,2.6,12.71,67.0,31.6,WARNING
VH-07605,101.0,34.4,5.1,12.84,48.0,33.2,Normal
VH-03296,98.5,38.0,6.4,12.8,170.0,37.8,Normal
VH-02963,89.1,53.0,4.3,13.14,17.0,34.7,Normal
VH-04403,107.4,44.9,9.1,12.36,89.0,40.4,Warning
VH-03461,83.7,49.3,3.8,12.3,130.0,32.3,Warning
VH-04909,94.2,32.7,7.4,12.59,87.0,36.5,Normal
VH-04137,96.6,44.7,7.9,12.37,55.0,30.2, normal 
VH-06219,89.5,52.8,6.3,,179.0,32.3,Normal
VH-05501,77.2,48.2,11.7,12.98,118.0,28.3,Normal
VH-07271,100.4,39.3,2.3,12.83,13.0,34.9,Critical
VH-01681,86.8,39.3,6.5,12.58,97.0,33.8, normal 
VH-04978,104.0,32.7,7.5,13.23,20.0,25.8,Warning
VH-01969,101.4,48.3,2.4,13.04,152.0,,Critical
VH-04794,104.1,43.5,10.5,11.97,86.0,,Warning
VH-06457,97.1,31.6,5.5,12.56,159.0,31.2,Normal
VH-06063,99.0,32.8,3.0,12.69,158.0,35.8,Warning
VH-02051,85.2,38.5,10.3,12.62,51.0,31.0,Normal
VH-07262,104.1,,2.7,12.09,137.0,36.8,Warning
VH-04311,95.3,43.0,8.6,,27.0,32.0,Normal
VH-02146,87.5,38.4,4.4,12.83,119.0,33.6,Normal
VH-02322,104.1,46.7,10.9,12.6,137.0,35.2, normal 
VH-02696,99.0,44.2,6.4,12.08,69.0,29.6,Normal
VH-02482,96.7,39.1,7.4,12.39,162.0,33.4,Normal
VH-01370,82.9,45.9,6.2,12.68,108.0,37.2,Normal
VH-01566,85.7,23.3,8.1,12.64,50.0,32.9,Warning
VH-03596,91.6,30.3,6.4,12.56,92.0,28.8,Normal
VH-03771,84.2,48.4,7.0,12.94,64.0,34.5,Normal
VH-03304,119.7,30.0,2.1,11.74,170.0,36.4,Critical
VH-04354,86.8,36.3,3.9,11.96,45.0,35.1,Warning
VH-01516,89.3,45.1,11.3,12.64,16.0,30.2,Normal
VH-03993,89.5,36.7,11.6,12.36,200.0,35.4,Normal
VH-05862,86.7,39.1,10.6,12.48,84.0,33.6,Normal
VH-06041,94.5,28.2,6.3,12.21,190.0,32.6,Normal
VH-02186,94.0,47.1,5.4,12.48,101.0,32.2,Normal
VH-03308,86.9,31.2,8.9,12.05,132.0,31.3, normal 
VH-03731,100.6,38.1,9.6,12.74,35.0,29.0,Normal
VH-05251,106.4,30.9,2.9,11.86,192.0,33.6,Warning
VH-01037,90.5,51.0,3.8,11.73,180.0,34.6,WARNING
VH-02437,97.2,34.9,10.8,12.98,119.0,31.8,Normal
VH-02999,92.3,45.4,6.6,12.77,106.0,34.0,Normal
VH-01510,95.5,42.5,3.8,12.26,24.0,32.2,Warning
VH-00411,76.3,45.5,3.3,11.35,36.0,30.8,Warning
VH-06497,101.9,32.3,7.8,12.91,161.0,38.4,Normal
VH-06290,90.6,42.1,3.4,12.24,178.0,30.4,WARNING
VH-04075,88.4,58.2,11.5,,111.0,34.8,Normal
VH-01301,78.3,32.5,6.9,12.48,199.0,34.2,Normal
VH-03259,92.3,49.8,7.7,11.94,95.0,,Warning
VH-05392,82.0,37.1,10.4,12.1,103.0,34.7, normal 
VH-01317,98.0,35.4,11.5,12.39,42.0,32.1,Normal
VH-03316,93.7,19.8,10.4,,77.0,30.7,Warning
VH-00777,98.2,,8.9,13.39,54.0,33.1,Normal
VH-06658,103.6,23.0,11.9,12.62,99.0,32.1,Warning
VH-07069,98.3,53.9,4.9,11.7,14.0,35.1,Warning
VH-04671,91.4,60.8,5.6,,81.0,37.7,Normal
VH-04854,93.1,43.2,6.9,13.17,68.0,29.9,Normal
VH-02367,91.9,39.0,7.3,12.0,23.0,36.5,Normal
VH-02476,78.7,29.4,3.1,12.69,163.0,32.8,Warning
VH-04890,99.5,40.9,3.2,13.03,50.0,32.6,Warning
VH-05413,102.4,33.9,3.2,12.76,48.0,38.7,Warning
VH-04169,99.0,39.3,7.4,12.32,59.0,30.2,Normal
VH-00025,92.2,44.9,6.4,13.73,38.0,28.4,Normal
VH-03392,88.6,35.1,5.5,12.98,155.0,35.2,Normal
VH-01408,94.9,52.1,10.3,11.64,181.0,33.8,Warning
VH-05222,105.8,46.0,4.8,12.09,77.0,28.2, normal 
VH-01139,-2.801757225978207,25.2,3.9,12.88,147.0,31.7,Warning
VH-00505,90.7,40.4,11.3,11.81,146.0,28.7,Warning
VH-01560,91.9,41.0,6.4,12.62,34.0,27.3,Warning
VH-06264,95.4,48.7,5.4,12.11,148.0,30.2,Normal
VH-01120,98.6,43.2,5.5,12.39,135.0,31.7,Normal
VH-07745,93.2,49.7,4.6,,82.0,29.0,Normal
VH-04682,90.0,43.3,3.4,11.95,106.0,34.6,Warning
VH-00601,90.4,46.6,4.7,12.25,84.0,31.9,Normal
VH-04707,92.2,41.3,3.1,,133.0,35.7,Warning
VH-03941,92.6,44.2,3.1,12.83,99.0,36.0,Warning
VH-05185,96.8,35.8,8.3,12.76,105.0,34.1,Normal
VH-02737,93.1,28.3,6.1,11.79,25.0,36.8,Warning
VH-05631,107.2,49.1,8.4,13.07,33.0,33.5,Normal
VH-03851,89.1,34.6,9.3,13.4,91.0,34.1,Normal
VH-05504,95.6,38.9,11.2,13.08,195.0,33.2,Normal
VH-02613,91.9,723.095484584834,11.2,12.0,126.0,,Warning
VH-00348,82.3,33.3,8.5,12.39,74.0,32.8,Normal
VH-04981,96.6,37.3,6.1,11.8,23.0,33.5,Warning
VH-05607,95.8,47.6,6.9,14.25,133.0,32.1,Normal
VH-07363,104.9,49.4,7.6,12.43,69.0,34.1,Normal
VH-04878,99.2,53.1,11.5,12.56,186.0,34.1,Normal
VH-07557,107.2,42.2,2.3,12.49,104.0,37.5,Critical
VH-06579,98.9,36.6,8.5,12.67,41.0,37.4,Normal
VH-00629,75.7,51.2,2.5,12.88,6.0,33.8,Critical
VH-06710,104.5,41.2,9.7,12.85,193.0,28.3,Normal
VH-02548,81.1,31.7,3.2,11.86,150.0,32.7,Warning
VH-06346,97.8,31.1,4.7,12.86,181.0,32.1,Normal
VH-00408,79.1,48.1,6.4,12.58,62.0,30.8,Normal
VH-03391,81.2,28.9,2.8,12.08,129.0,25.7,Warning
VH-00164,101.7,57.5,7.3,12.39,94.0,28.4,Normal
VH-07545,107.7,32.7,9.5,12.58,177.0,34.9,Normal
VH-02336,117.1,34.3,8.6,13.2,165.0,34.6,Warning
VH-04049,95.5,41.2,6.5,12.66,74.0,36.5,Normal
VH-07208,89.5,29.5,8.5,12.07,108.0,40.8,Warning
VH-06065,97.8,,2.1,13.09,187.0,33.2,Critical
VH-05745,101.9,36.4,9.6,12.83,15.0,33.2,Normal
VH-06068,85.8,26.4,8.4,12.74,56.0,32.4,Normal
VH-02426,111.9,,10.0,12.12,154.0,31.4,Warning
VH-01087,82.7,,6.0,13.14,5.0,35.6,Normal
VH-05818,98.5,43.2,10.4,12.08,171.0,26.4,Warning
VH-05281,98.1,28.5,5.2,12.0,110.0,28.4,Warning
VH-03770,91.5,38.2,9.6,,37.0,33.5,Normal
VH-06489,88.8,52.5,5.6,12.87,79.0,30.9,Normal
VH-05963,94.5,45.4,8.7,11.61,80.0,33.7,Warning
VH-05850,103.1,31.0,4.2,12.81,54.0,34.6,Normal
VH-04390,96.5,25.3,6.7,12.73,96.0,33.5,Normal
VH-05061,101.4,45.5,11.3,12.6,11.0,25.9,Warning
VH-05918,98.6,46.4,11.3,12.53,174.0,30.8,Normal
VH-07541,91.8,26.0,6.0,12.73,39.0,28.5,Normal
VH-02914,97.9,49.0,3.7,,139.0,33.6,Warning
VH-02860,83.3,41.6,5.9,12.89,176.0,35.4,Normal
