engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
103.1,39.2,10.2,12.47,143.0,31.2,Normal
98.0,39.8,5.4,12.43,179.0,34.2,Normal
80.1,48.6,7.1,12.39,103.0,34.3,Normal
96.5,25.1,5.9,11.77,55.0,34.8,Warning
86.3,55.1,4.1,12.06,103.0,28.5,Normal
92.5,43.8,6.2,12.92,36.0,30.8,Normal
100.3,30.8,6.1,12.36,164.0,32.7,Normal
94.9,41.8,5.1,12.26,191.0,37.7,Normal
89.5,35.4,8.4,13.15,30.0,35.1,Normal
104.6,44.9,4.9,13.36,178.0,34.2,Normal
87.3,43.8,8.4,13.28,147.0,30.4,Normal
95.3,50.5,2.3,12.68,193.0,30.7,Critical
83.7,30.6,8.4,11.44,82.0,31.3,Warning
89.2,23.3,10.6,13.19,48.0,27.3,Warning
97.5,27.9,7.4,12.82,130.0,33.5,Normal
92.3,46.0,2.2,11.93,162.0,30.5,Critical
80.3,48.3,6.6,11.99,20.0,30.6,Warning
104.4,55.3,11.6,12.24,81.0,35.0,Normal
101.3,39.8,9.3,12.27,61.0,35.8,Normal
92.6,32.0,6.9,11.58,90.0,28.9,Warning
99.5,31.6,4.8,12.85,149.0,34.8,Normal
100.9,36.0,3.9,12.61,61.0,35.5,Warning
81.9,32.2,4.3,13.35,174.0,29.8,Normal
96.7,43.5,4.3,12.43,195.0,31.7,Normal
101.6,36.1,4.6,12.05,11.0,33.9,Normal
98.0,39.0,6.9,11.43,69.0,34.5,Warning
100.6,35.4,2.7,11.86,171.0,37.0,Warning
94.1,29.0,7.3,12.96,147.0,39.0,Normal
99.7,49.6,8.3,12.19,31.0,37.6,Normal
93.0,33.5,6.1,12.27,95.0,27.8,Warning
108.4,39.8,2.3,13.37,124.0,31.4,Warning
97.0,51.6,5.2,12.73,16.0,35.3,Normal
92.3,35.0,11.6,12.61,9.0,32.5,Normal
91.7,33.3,2.6,12.71,67.0,31.6,Warning
101.0,34.4,5.1,12.84,48.0,33.2,Normal
98.5,38.0,6.4,12.8,170.0,37.8,Normal
89.1,53.0,4.3,13.14,17.0,34.7,Normal
107.4,44.9,9.1,12.36,89.0,40.4,Warning
83.7,49.3,3.8,12.3,130.0,32.3,Warning
94.2,32.7,7.4,12.59,87.0,36.5,Normal
96.6,44.7,7.9,12.37,55.0,30.2,Normal
89.5,52.8,6.3,12.61,179.0,32.3,Normal
77.2,48.2,11.7,12.98,118.0,28.3,Normal
100.4,39.3,2.3,12.83,13.0,34.9,Critical
86.8,39.3,6.5,12.58,97.0,33.8,Normal
104.0,32.7,7.5,13.23,20.0,25.8,Warning
101.4,48.3,2.4,13.04,152.0,32.9,Critical
104.1,43.5,10.5,11.97,86.0,32.9,Warning
97.1,31.6,5.5,12.56,159.0,31.2,Normal
99.0,32.8,3.0,12.69,158.0,35.8,Warning
85.2,38.5,10.3,12.62,51.0,31.0,Normal
104.1,39.8,2.7,12.09,137.0,36.8,Warning
95.3,43.0,8.6,12.61,27.0,32.0,Normal
87.5,38.4,4.4,12.83,119.0,33.6,Normal
104.1,46.7,10.9,12.6,137.0,35.2,Normal
99.0,44.2,6.4,12.08,69.0,29.6,Normal
96.7,39.1,7.4,12.39,162.0,33.4,Normal
82.9,45.9,6.2,12.68,108.0,37.2,Normal
85.7,23.3,8.1,12.64,50.0,32.9,Warning
91.6,30.3,6.4,12.56,92.0,28.8,Normal
84.2,48.4,7.0,12.94,64.0,34.5,Normal
119.7,30.0,2.1,11.74,170.0,36.4,Critical
86.8,36.3,3.9,11.96,45.0,35.1,Warning
89.3,45.1,11.3,12.64,16.0,30.2,Normal
89.5,36.7,11.6,12.36,200.0,35.4,Normal
86.7,39.1,10.6,12.48,84.0,33.6,Normal
94.0,47.1,5.4,12.48,101.0,32.2,Normal
86.9,31.2,8.9,12.05,132.0,31.3,Normal
100.6,38.1,9.6,12.74,35.0,29.0,Normal
106.4,30.9,2.9,11.86,192.0,33.6,Warning
90.5,51.0,3.8,11.73,180.0,34.6,Warning
97.2,34.9,10.8,12.98,119.0,31.8,Normal
92.3,45.4,6.6,12.77,106.0,34.0,Normal
95.5,42.5,3.8,12.26,24.0,32.2,Warning
76.3,45.5,3.3,11.35,36.0,30.8,Warning
101.9,32.3,7.8,12.91,161.0,38.4,Normal
90.6,42.1,3.4,12.24,178.0,30.4,Warning
88.4,58.2,11.5,12.61,111.0,34.8,Normal
78.3,32.5,6.9,12.48,199.0,34.2,Normal
92.3,49.8,7.7,11.94,95.0,32.9,Warning
82.0,37.1,10.4,12.1,103.0,34.7,Normal
98.0,35.4,11.5,12.39,42.0,32.1,Normal
93.7,19.8,10.4,12.61,77.0,30.7,Warning
98.2,39.8,8.9,13.39,54.0,33.1,Normal
103.6,23.0,11.9,12.62,99.0,32.1,Warning
98.3,53.9,4.9,11.7,14.0,35.1,Warning
91.4,60.8,5.6,12.61,81.0,37.7,Normal
93.1,43.2,6.9,13.17,68.0,29.9,Normal
91.9,39.0,7.3,12.0,23.0,36.5,Normal
78.7,29.4,3.1,12.69,163.0,32.8,Warning
99.5,40.9,3.2,13.03,50.0,32.6,Warning
102.4,33.9,3.2,12.76,48.0,38.7,Warning
99.0,39.3,7.4,12.32,59.0,30.2,Normal
92.2,44.9,6.4,13.73,38.0,28.4,Normal
88.6,35.1,5.5,12.98,155.0,35.2,Normal
94.9,52.1,10.3,11.64,181.0,33.8,Warning
105.8,46.0,4.8,12.09,77.0,28.2,Normal
94.9,25.2,3.9,12.88,147.0,31.7,Warning
90.7,40.4,11.3,11.81,146.0,28.7,Warning
91.9,41.0,6.4,12.62,34.0,27.3,Warning
95.4,48.7,5.4,12.11,148.0,30.2,Normal
98.6,43.2,5.5,12.39,135.0,31.7,Normal
93.2,49.7,4.6,12.61,82.0,29.0,Normal
90.0,43.3,3.4,11.95,106.0,34.6,Warning
90.4,46.6,4.7,12.25,84.0,31.9,Normal
92.2,41.3,3.1,12.61,133.0,35.7,Warning
92.6,44.2,3.1,12.83,99.0,36.0,Warning
96.8,35.8,8.3,12.76,105.0,34.1,Normal
93.1,28.3,6.1,11.79,25.0,36.8,Warning
107.2,49.1,8.4,13.07,33.0,33.5,Normal
89.1,34.6,9.3,13.4,91.0,34.1,Normal
95.6,38.9,11.2,13.08,195.0,33.2,Normal
91.9,39.8,11.2,12.0,126.0,32.9,Warning
82.3,33.3,8.5,12.39,74.0,32.8,Normal
96.6,37.3,6.1,11.8,23.0,33.5,Warning
104.9,49.4,7.6,12.43,69.0,34.1,Normal
99.2,53.1,11.5,12.56,186.0,34.1,Normal
107.2,42.2,2.3,12.49,104.0,37.5,Critical
98.9,36.6,8.5,12.67,41.0,37.4,Normal
75.7,51.2,2.5,12.88,6.0,33.8,Critical
104.5,41.2,9.7,12.85,193.0,28.3,Normal
81.1,31.7,3.2,11.86,150.0,32.7,Warning
97.8,31.1,4.7,12.86,181.0,32.1,Normal
79.1,48.1,6.4,12.58,62.0,30.8,Normal
81.2,28.9,2.8,12.08,129.0,25.7,Warning
101.7,57.5,7.3,12.39,94.0,28.4,Normal
107.7,32.7,9.5,12.58,177.0,34.9,Normal
117.1,34.3,8.6,13.2,165.0,34.6,Warning
95.5,41.2,6.5,12.66,74.0,36.5,Normal
89.5,29.5,8.5,12.07,108.0,40.8,Warning
97.8,39.8,2.1,13.09,187.0,33.2,Critical
101.9,36.4,9.6,12.83,15.0,33.2,Normal
85.8,26.4,8.4,12.74,56.0,32.4,Normal
111.9,39.8,10.0,12.12,154.0,31.4,Warning
82.7,39.8,6.0,13.14,5.0,35.6,Normal
98.5,43.2,10.4,12.08,171.0,26.4,Warning
98.1,28.5,5.2,12.0,110.0,28.4,Warning
91.5,38.2,9.6,12.61,37.0,33.5,Normal
88.8,52.5,5.6,12.87,79.0,30.9,Normal
94.5,45.4,8.7,11.61,80.0,33.7,Warning
103.1,31.0,4.2,12.81,54.0,34.6,Normal
96.5,25.3,6.7,12.73,96.0,33.5,Normal
101.4,45.5,11.3,12.6,11.0,25.9,Warning
98.6,46.4,11.3,12.53,174.0,30.8,Normal
91.8,26.0,6.0,12.73,39.0,28.5,Normal
97.9,49.0,3.7,12.61,139.0,33.6,Warning
83.3,41.6,5.9,12.89,176.0,35.4,Normal
98.8,41.2,6.8,13.25,91.0,32.1,Normal
109.7,53.7,10.5,12.72,159.0,35.8,Warning
106.3,26.9,9.8,12.31,91.0,31.9,Normal
108.1,40.2,4.5,12.69,71.0,27.0,Warning
97.9,44.2,3.5,12.88,58.0,28.3,Warning
96.8,39.5,2.1,12.45,84.0,34.1,Critical
96.2,39.1,3.3,11.88,34.0,32.7,Warning
107.6,49.0,8.5,12.46,97.0,32.6,Normal
93.2,43.9,7.5,13.23,147.0,36.8,Normal
100.8,48.1,5.3,13.38,158.0,31.4,Normal
108.0,33.3,7.3,12.39,129.0,28.4,Normal
100.9,41.1,7.9,12.69,6.0,32.4,Normal
94.9,38.4,2.2,12.5,137.0,28.1,Critical
105.3,47.8,6.4,12.62,195.0,34.3,Normal
110.0,48.3,3.6,13.05,122.0,35.4,Warning
82.3,27.8,6.5,13.07,64.0,30.4,Normal
99.2,44.2,4.9,12.87,8.0,34.2,Normal
111.0,49.8,11.1,12.54,134.0,33.6,Warning
106.4,36.7,3.9,12.0,67.0,34.9,Warning
110.8,35.3,8.3,12.85,99.0,37.4,Warning
84.9,40.7,10.9,12.07,7.0,31.6,Normal
89.6,45.4,2.2,11.99,147.0,31.4,Critical
94.9,49.6,11.5,12.26,16.0,33.9,Normal
82.2,46.8,9.8,12.38,168.0,32.9,Normal
71.4,36.9,8.8,12.95,161.0,35.7,Warning
92.1,36.3,5.4,12.01,185.0,36.7,Normal
91.8,39.3,9.3,12.14,81.0,34.6,Normal
90.8,46.2,4.0,12.34,196.0,34.4,Warning
95.3,49.8,10.4,12.75,107.0,32.8,Normal
89.2,37.6,3.6,12.91,9.0,29.0,Warning
101.9,44.5,6.3,12.78,134.0,33.4,Normal
108.3,42.3,7.9,12.99,6.0,40.5,Warning
85.7,28.3,9.7,12.93,72.0,35.7,Normal
80.8,47.7,11.4,12.63,69.0,25.1,Warning
94.1,53.8,6.9,13.53,182.0,34.6,Normal
104.6,36.3,10.1,12.13,196.0,28.3,Normal
99.4,32.7,4.3,12.33,12.0,29.8,Normal
104.1,48.4,9.4,12.75,135.0,29.0,Normal
100.8,39.8,7.6,12.7,80.0,32.7,Warning
101.7,36.8,11.8,12.72,79.0,32.1,Normal
100.8,46.1,10.5,13.09,189.0,33.3,Normal
98.8,29.2,4.8,12.18,52.0,29.4,Normal
85.5,38.4,9.6,12.13,183.0,38.6,Normal
95.6,30.9,9.6,13.09,190.0,40.0,Warning
90.4,42.5,9.2,12.84,91.0,31.9,Normal
102.7,45.1,3.1,11.84,53.0,32.0,Warning
90.5,50.2,9.0,11.69,31.0,31.8,Warning
90.3,49.3,8.1,12.07,181.0,36.4,Normal
89.2,34.6,3.5,12.3,70.0,33.5,Warning
99.6,46.1,5.7,12.44,13.0,26.9,Warning
101.2,33.9,2.3,12.05,155.0,35.5,Critical
89.1,39.8,8.2,12.64,149.0,31.1,Normal
93.9,27.2,7.3,13.52,13.0,32.9,Normal
95.3,48.9,3.7,12.24,96.0,32.2,Warning
91.4,59.8,2.4,13.4,79.0,33.0,Critical
87.9,44.3,2.1,12.71,146.0,35.4,Critical
89.7,40.7,8.2,13.57,51.0,29.0,Normal
94.9,34.6,7.3,12.41,113.0,34.8,Normal
100.4,35.8,8.4,14.09,73.0,35.4,Normal
91.1,33.4,5.4,13.09,45.0,31.2,Normal
87.5,44.5,9.7,12.02,87.0,35.0,Normal
100.3,25.5,8.2,12.46,73.0,36.5,Normal
90.6,43.4,7.1,12.27,74.0,35.6,Normal
95.6,40.6,6.8,12.75,109.0,33.2,Normal
104.0,36.3,8.4,12.42,100.0,34.6,Normal
102.7,46.4,3.2,12.14,141.0,31.9,Warning
88.6,42.7,7.2,12.08,151.0,32.7,Normal
95.7,48.0,5.0,12.65,185.0,33.5,Normal
97.2,36.7,8.3,12.7,30.0,31.0,Normal
99.5,30.6,9.8,12.91,8.0,29.6,Normal
88.0,39.1,3.6,12.4,195.0,27.5,Warning
102.7,44.5,4.5,12.61,170.0,33.2,Normal
101.5,50.4,3.5,13.04,93.0,32.7,Warning
105.9,41.4,3.8,12.69,120.0,32.8,Warning
87.1,40.4,7.5,12.84,27.0,36.4,Normal
99.3,44.3,10.0,11.91,171.0,38.0,Warning
97.8,43.1,7.6,12.43,44.0,28.3,Normal
90.0,52.2,9.9,12.24,25.0,33.6,Normal
92.5,25.8,11.9,12.69,185.0,38.2,Warning
86.0,41.0,11.7,12.95,25.0,39.6,Normal
101.0,27.2,2.8,12.61,169.0,31.8,Warning
102.2,47.0,11.1,12.69,192.0,34.7,Normal
111.0,40.8,6.7,12.54,75.0,33.4,Warning
94.6,39.0,3.7,12.35,74.0,35.7,Warning
94.1,27.6,7.8,12.65,68.0,32.9,Normal
92.7,31.3,9.5,12.49,186.0,33.4,Normal
90.4,46.7,7.8,11.85,140.0,31.2,Warning
106.8,40.6,5.4,12.57,47.0,32.1,Normal
94.6,39.9,7.9,11.91,97.0,33.0,Warning
104.2,50.6,5.7,12.83,28.0,31.8,Normal
86.7,39.8,2.7,13.42,108.0,40.1,Warning
78.8,31.8,4.8,13.22,109.0,30.5,Normal
97.5,34.8,9.7,12.61,178.0,39.2,Normal
90.0,36.1,9.9,12.69,182.0,28.3,Normal
99.7,41.5,3.0,12.5,112.0,30.5,Warning
102.2,18.3,8.1,11.94,103.0,37.6,Warning
93.9,43.0,5.9,11.94,152.0,26.6,Warning
94.6,47.5,2.9,13.38,183.0,34.4,Warning
91.5,43.7,10.6,12.82,146.0,32.4,Normal
90.1,41.8,3.9,12.89,196.0,35.0,Warning
101.9,45.1,11.0,12.25,70.0,36.0,Normal
91.9,45.1,7.6,12.0,132.0,37.8,Normal
84.8,39.6,3.9,12.87,119.0,28.4,Warning
88.3,40.0,9.3,13.18,37.0,38.9,Normal
109.0,47.4,7.3,12.04,140.0,29.3,Warning
105.0,37.4,8.7,12.2,73.0,35.3,Normal
91.5,43.2,6.1,11.73,109.0,34.5,Warning
109.8,50.2,11.9,12.24,110.0,29.7,Warning
103.2,46.2,2.3,13.09,74.0,33.7,Critical
110.0,35.9,3.7,13.28,49.0,37.3,Warning
105.1,42.0,2.8,12.0,56.0,33.5,Warning
84.4,42.1,7.6,12.7,171.0,36.9,Normal
101.4,35.3,9.9,12.61,157.0,35.3,Normal
110.6,30.3,8.3,12.21,52.0,32.9,Warning
91.1,45.3,6.7,12.77,117.0,30.7,Normal
108.7,33.6,10.7,13.65,149.0,32.9,Warning
100.9,31.1,8.4,12.14,129.0,39.9,Normal
103.2,52.3,10.1,12.56,148.0,38.5,Normal
86.3,43.0,8.4,12.57,127.0,34.3,Normal
88.6,38.4,10.8,12.83,63.0,33.6,Normal
92.3,52.2,4.5,13.35,79.0,32.2,Normal
91.6,41.3,6.8,12.86,99.0,33.8,Normal
94.7,38.6,6.9,12.42,86.0,38.1,Normal
98.1,55.9,2.3,12.54,64.0,30.2,Critical
105.4,31.1,7.7,12.55,49.0,35.9,Normal
101.1,35.0,6.4,12.82,59.0,32.3,Normal
88.9,38.5,7.8,12.89,198.0,33.6,Normal
92.0,46.8,10.6,12.6,5.0,36.8,Normal
75.8,49.7,3.0,12.98,195.0,25.6,Warning
80.0,35.6,5.0,12.35,121.0,32.1,Normal
91.5,39.8,4.8,12.77,124.0,32.9,Normal
104.9,25.3,9.9,13.06,186.0,28.4,Normal
94.7,46.2,9.6,12.9,171.0,34.1,Normal
97.6,43.0,5.2,11.9,46.0,35.2,Warning
99.7,30.7,8.2,12.44,73.0,33.0,Normal
100.4,24.9,11.9,12.91,10.0,32.1,Normal
91.7,50.6,11.7,11.77,138.0,33.8,Warning
98.3,30.4,5.6,12.87,165.0,31.7,Normal
83.8,40.1,2.3,13.32,193.0,34.0,Critical
100.4,44.9,6.1,12.58,45.0,28.4,Critical
78.0,33.4,3.4,12.37,180.0,32.4,Warning
86.5,42.2,4.6,12.53,125.0,30.9,Normal
98.7,47.7,5.9,12.51,149.0,29.8,Normal
111.0,39.7,7.0,13.0,106.0,39.8,Warning
110.5,25.1,2.7,12.65,191.0,30.1,Warning
90.2,44.1,3.7,13.0,144.0,34.3,Warning
95.8,37.6,2.3,12.47,112.0,33.9,Critical
104.2,29.5,3.5,11.8,174.0,29.0,Warning
103.7,34.4,7.5,12.01,55.0,31.3,Normal
92.4,39.8,7.8,13.36,157.0,31.6,Normal
93.4,42.8,6.8,12.23,45.0,34.5,Normal
101.4,26.6,10.9,12.73,83.0,32.9,Warning
92.6,52.7,7.2,12.98,22.0,36.0,Normal
91.8,45.2,5.5,12.57,89.0,33.6,Normal
91.6,38.8,9.9,12.12,95.0,33.2,Normal
89.7,40.5,2.5,12.3,112.0,32.5,Warning
100.0,39.8,8.0,13.07,137.0,36.1,Normal
89.8,48.8,6.7,12.32,24.0,34.7,Normal
95.3,44.0,3.5,12.03,121.0,32.5,Warning
97.2,42.2,5.5,12.75,67.0,34.0,Normal
92.8,39.8,2.4,13.29,7.0,32.4,Critical
102.0,40.5,6.5,12.61,182.0,35.6,Warning
90.6,40.4,10.6,12.12,127.0,35.6,Normal
100.4,39.9,11.1,11.92,102.0,29.6,Warning
87.8,31.9,5.9,12.79,37.0,31.1,Normal
76.4,49.3,8.8,13.37,154.0,37.1,Normal
85.2,37.4,3.3,13.69,99.0,32.5,Warning
94.8,46.1,8.0,12.12,32.0,37.6,Normal
92.3,28.4,7.1,11.91,127.0,30.2,Warning
96.6,46.5,11.7,12.04,77.0,30.5,Normal
91.6,31.9,7.5,12.07,181.0,30.2,Normal
94.2,24.7,5.4,12.49,176.0,36.1,Warning
91.3,30.4,4.2,11.86,130.0,32.5,Warning
84.1,45.9,9.0,12.63,76.0,32.1,Normal
88.3,38.6,11.1,12.44,122.0,28.5,Normal
87.0,26.9,4.2,12.58,60.0,34.6,Normal
102.4,37.0,11.2,12.22,192.0,29.0,Normal
93.9,41.5,9.8,12.22,146.0,29.8,Critical
91.6,35.3,5.3,11.94,17.0,31.1,Warning
88.1,36.0,10.4,12.26,71.0,34.2,Normal
104.5,34.5,9.5,12.58,121.0,33.7,Normal
83.8,43.9,6.1,12.49,144.0,35.9,Normal
102.0,37.6,9.1,13.53,159.0,32.6,Normal
106.7,45.6,11.6,12.92,108.0,37.0,Normal
80.9,33.7,8.7,12.22,127.0,32.3,Normal
100.2,51.8,4.4,11.8,105.0,36.5,Warning
108.2,53.6,3.6,13.2,53.0,39.3,Warning
97.6,38.9,4.8,11.97,65.0,33.0,Critical
100.8,40.2,6.9,12.53,79.0,32.9,Normal
89.9,40.9,3.3,12.79,199.0,31.4,Warning
93.9,35.0,9.2,12.8,77.0,33.1,Normal
99.3,33.7,3.1,13.52,119.0,30.7,Warning
112.8,43.3,3.7,12.3,7.0,32.9,Warning
94.7,38.8,2.7,13.49,168.0,38.1,Warning
88.1,42.4,9.2,11.99,107.0,28.5,Warning
96.6,50.5,3.2,12.8,148.0,35.6,Warning
105.2,44.6,11.1,12.3,117.0,28.4,Normal
73.1,26.0,4.2,12.08,129.0,33.6,Warning
75.0,54.1,11.3,13.86,29.0,31.4,Warning
78.0,34.9,2.5,11.88,163.0,38.5,Warning
97.0,23.7,10.9,13.3,148.0,36.0,Warning
92.9,31.4,4.0,12.41,143.0,33.0,Normal
88.8,45.5,10.5,12.19,30.0,32.7,Normal
95.8,38.7,5.8,13.25,189.0,30.5,Normal
93.3,34.1,2.0,12.69,15.0,33.1,Critical
91.1,45.6,7.7,13.37,25.0,31.2,Normal
95.4,34.1,2.5,13.03,75.0,31.8,Critical
100.6,50.3,8.4,13.41,113.0,31.6,Normal
89.6,38.8,4.8,12.7,114.0,34.3,Normal
86.4,25.7,7.2,12.3,19.0,33.9,Normal
91.2,33.5,9.2,11.88,26.0,38.0,Warning
87.9,58.5,11.7,12.88,35.0,32.9,Normal
105.9,33.6,7.8,13.09,24.0,36.8,Normal
94.4,38.7,2.6,13.17,153.0,37.9,Warning
94.6,33.1,8.0,12.59,60.0,32.8,Normal
94.6,47.5,11.8,12.93,105.0,32.7,Normal
93.6,24.3,7.0,12.71,108.0,31.7,Warning
94.6,49.9,9.6,12.55,95.0,34.0,Normal
98.7,43.7,7.0,12.33,176.0,36.3,Normal
94.5,36.9,11.7,12.47,19.0,34.0,Normal
96.4,30.1,11.0,12.78,54.0,31.1,Normal
85.7,39.8,11.8,12.55,68.0,33.8,Normal
92.7,47.2,8.4,12.45,43.0,32.9,Warning
118.3,45.0,3.2,12.69,74.0,34.0,Critical
101.8,47.2,8.0,13.15,58.0,33.0,Normal
98.8,23.3,10.5,12.87,54.0,36.9,Warning
84.4,35.9,2.3,12.86,158.0,31.1,Critical
104.8,39.9,9.3,12.73,9.0,29.6,Normal
97.1,37.6,9.1,12.07,101.0,35.9,Normal
93.1,33.1,9.9,11.54,127.0,30.4,Warning
95.0,24.4,8.0,12.91,182.0,31.7,Warning
87.8,28.7,2.9,12.54,36.0,26.0,Warning
86.3,24.9,10.7,11.87,54.0,28.6,Warning
82.2,41.6,11.8,12.29,113.0,32.6,Normal
79.8,41.6,8.9,12.7,172.0,35.8,Normal
81.8,36.0,3.4,12.85,30.0,29.8,Warning
91.2,42.1,5.4,12.61,166.0,31.8,Normal
96.0,53.3,10.9,12.05,28.0,34.8,Normal
107.8,35.0,8.3,12.44,62.0,36.2,Normal
73.8,38.4,3.5,13.6,175.0,31.2,Warning
92.0,37.9,3.6,11.28,68.0,31.0,Critical
110.1,45.5,5.8,12.57,35.0,37.6,Warning
89.3,45.8,2.1,12.58,86.0,33.7,Critical
109.2,31.8,5.5,12.26,91.0,40.5,Warning
92.9,34.3,6.0,11.57,83.0,32.6,Warning
101.1,42.2,9.9,12.91,176.0,37.4,Normal
104.9,38.8,9.7,12.4,74.0,31.4,Normal
103.5,57.4,4.1,12.45,149.0,33.2,Normal
96.1,40.0,9.3,13.24,87.0,29.4,Normal
86.5,31.5,3.1,12.51,114.0,31.2,Warning
97.2,42.1,2.2,12.43,83.0,33.7,Critical
97.3,40.5,5.0,12.49,147.0,33.8,Normal
74.5,41.4,11.5,12.65,148.0,32.9,Warning
84.8,50.0,4.3,13.49,142.0,33.6,Normal
121.2,41.0,4.3,12.46,96.0,28.1,Critical
106.0,40.9,2.8,12.76,36.0,34.1,Warning
88.6,43.3,4.6,12.24,181.0,34.7,Normal
100.4,33.6,4.7,13.83,103.0,29.9,Normal
95.3,54.4,9.8,12.8,192.0,33.4,Normal
102.6,38.7,5.8,12.7,107.0,33.3,Normal
101.3,29.5,4.1,12.8,124.0,31.2,Normal
97.0,30.0,9.8,12.86,118.0,37.4,Normal
99.3,31.2,10.6,12.55,154.0,31.5,Normal
97.3,39.8,11.6,12.74,131.0,36.7,Normal
90.0,35.0,12.0,12.42,186.0,34.8,Normal
95.6,36.6,8.2,11.86,198.0,38.7,Warning
109.5,49.6,6.0,11.87,174.0,37.7,Warning
89.2,56.8,8.9,12.23,41.0,27.2,Warning
96.0,24.6,6.7,12.56,30.0,37.9,Warning
106.3,32.8,4.2,12.8,140.0,33.5,Normal
97.5,32.2,8.8,12.23,193.0,36.2,Normal
95.1,29.7,8.8,12.03,153.0,35.8,Normal
93.0,39.8,5.4,11.93,67.0,30.8,Warning
92.8,28.6,6.0,13.1,12.0,35.2,Normal
93.3,37.9,5.8,12.57,43.0,34.3,Normal
90.2,37.9,4.3,12.05,179.0,28.2,Normal
91.7,39.7,6.2,12.24,87.0,34.3,Normal
103.2,36.8,12.0,13.02,147.0,31.4,Normal
97.0,43.4,10.6,13.52,98.0,35.4,Normal
87.8,41.3,5.1,12.62,72.0,40.2,Warning
94.3,46.4,9.1,13.09,86.0,31.2,Normal
92.5,47.0,9.7,13.07,42.0,29.7,Critical
91.5,41.0,11.9,13.94,181.0,34.9,Normal
75.5,45.1,8.8,11.79,139.0,30.4,Warning
77.3,57.2,9.1,12.8,154.0,33.8,Normal
100.3,44.4,3.0,11.99,184.0,33.1,Warning
89.1,37.6,11.5,13.31,135.0,32.9,Normal
115.0,42.2,11.6,13.11,121.0,32.1,Warning
92.1,43.4,9.1,12.61,27.0,31.1,Normal
96.8,39.4,2.5,12.61,49.0,30.9,Critical
82.6,39.0,10.6,12.46,135.0,32.0,Normal
96.3,45.6,11.6,12.66,53.0,36.2,Normal
94.4,46.4,8.6,11.77,27.0,27.3,Warning
96.7,49.0,6.9,12.39,51.0,35.8,Normal
90.5,42.5,8.6,12.0,153.0,31.3,Normal
100.3,31.8,9.3,12.33,151.0,33.1,Normal
94.9,37.1,5.3,12.56,187.0,30.9,Normal
90.5,48.2,6.1,12.62,66.0,38.5,Critical
85.9,34.1,5.1,12.52,86.0,30.1,Normal
85.5,40.7,9.8,12.71,176.0,32.2,Normal
104.8,32.9,11.3,12.52,139.0,31.7,Normal
105.7,48.8,11.7,11.95,76.0,27.8,Warning
101.0,38.1,8.5,12.56,159.0,36.1,Normal
113.5,38.8,6.7,12.0,138.0,32.9,Warning
109.7,30.8,9.2,11.97,107.0,28.6,Warning
86.7,53.2,8.0,12.85,24.0,32.1,Normal
93.9,32.1,7.2,12.37,175.0,38.5,Normal
104.1,45.4,3.9,11.87,109.0,30.6,Warning
97.5,58.6,11.9,12.49,83.0,27.3,Warning
98.7,37.5,7.3,13.16,5.0,33.6,Normal
96.8,35.7,8.1,12.17,69.0,31.3,Normal
76.3,45.0,4.7,12.59,81.0,30.1,Normal
79.0,34.1,11.6,12.08,20.0,30.1,Normal
92.8,34.6,7.8,12.77,99.0,33.2,Normal
90.4,26.5,5.8,11.95,120.0,32.3,Warning
81.1,30.0,7.6,12.42,72.0,28.3,Normal
97.1,32.8,11.2,13.38,62.0,35.9,Normal
86.0,44.5,4.8,12.43,21.0,27.6,Warning
104.5,40.4,2.2,12.79,29.0,32.2,Critical
84.0,27.6,9.2,12.84,98.0,31.5,Normal
111.3,41.0,9.6,12.46,153.0,34.6,Warning
90.8,49.0,4.3,12.58,189.0,33.2,Normal
94.6,39.8,7.2,12.79,25.0,33.9,Normal
95.0,40.9,3.6,12.61,7.0,32.4,Warning
116.4,30.4,2.8,12.21,11.0,31.1,Normal
104.7,31.3,4.5,13.41,127.0,33.6,Normal
108.4,33.8,11.5,12.61,110.0,36.7,Warning
93.5,49.6,3.2,12.59,8.0,33.4,Warning
99.8,47.8,3.2,12.74,25.0,36.6,Warning
93.3,50.8,10.1,12.27,189.0,36.5,Normal
84.9,45.4,5.1,12.57,138.0,29.6,Normal
80.7,34.4,10.8,12.54,157.0,30.0,Normal
92.3,32.4,3.0,12.94,123.0,31.8,Warning
92.7,42.4,6.8,13.2,15.0,37.1,Normal
101.2,38.3,5.1,13.05,173.0,34.2,Normal
106.7,49.7,8.3,12.09,23.0,30.3,Normal
101.6,39.8,5.4,13.34,187.0,36.9,Normal
94.5,54.0,9.1,12.56,149.0,30.0,Normal
90.0,39.8,3.9,12.13,77.0,29.8,Warning
80.2,43.4,7.9,12.39,151.0,38.6,Normal
97.6,42.9,11.4,12.95,102.0,34.8,Normal
86.9,40.0,3.3,12.7,179.0,30.4,Warning
103.0,30.4,7.5,13.02,168.0,32.4,Normal
82.6,47.8,9.0,12.61,129.0,28.5,Critical
112.0,36.0,8.8,13.54,47.0,34.6,Warning
94.4,32.8,3.5,12.54,117.0,36.8,Warning
101.1,36.9,9.3,12.43,182.0,32.9,Normal
88.7,26.0,2.2,12.3,186.0,31.1,Critical
98.0,49.6,10.3,12.91,49.0,35.9,Normal
87.1,42.6,5.4,11.92,103.0,27.6,Warning
103.0,39.8,9.9,12.22,30.0,28.8,Normal
